student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,internet,studytime,failures,absences,subject,at_risk
45,GP,F,16,U,LE3,T,2,2,yes,2,1,14,math,1
46,GP,F,15,U,LE3,A,4,3,yes,2,0,8,math,1
47,GP,F,16,U,LE3,A,3,3,yes,2,0,12,math,0
48,GP,M,16,U,GT3,T,4,3,yes,4,0,4,math,0
49,GP,M,15,U,GT3,T,4,2,no,2,0,2,math,0
50,GP,F,15,U,GT3,T,4,4,yes,2,1,2,math,1
51,GP,F,16,U,LE3,T,2,2,yes,2,0,2,math,0
52,GP,F,15,U,LE3,T,4,2,yes,2,0,2,math,0
53,GP,M,15,U,LE3,A,4,2,no,1,1,6,math,0
54,GP,F,15,U,GT3,T,4,4,yes,1,0,0,math,0
55,GP,F,15,U,LE3,A,3,3,yes,1,0,6,math,0
56,GP,F,16,U,GT3,A,2,1,yes,2,0,8,math,0
57,GP,F,15,U,GT3,A,4,3,yes,2,0,0,math,0
58,GP,M,15,U,GT3,T,4,4,no,2,0,4,math,0
59,GP,M,15,U,LE3,T,1,2,yes,2,0,2,math,1
60,GP,F,16,U,GT3,T,4,2,yes,2,0,2,math,0
61,GP,F,16,R,GT3,T,4,4,no,2,0,6,math,0
62,GP,F,16,U,GT3,T,1,1,yes,1,0,6,math,0
63,GP,F,16,U,LE3,T,1,2,yes,2,0,4,math,1
64,GP,F,16,U,GT3,T,4,3,yes,3,0,2,math,1
65,GP,F,15,U,LE3,T,4,3,yes,2,0,0,math,0
66,GP,F,16,U,LE3,T,4,3,yes,2,0,2,math,0
67,GP,M,15,U,GT3,A,4,4,yes,4,0,4,math,0
68,GP,F,16,U,GT3,T,3,1,yes,4,0,4,math,1
69,GP,F,15,R,LE3,T,2,2,yes,2,0,2,math,1
70,GP,F,15,R,LE3,T,3,1,yes,4,0,12,math,0
71,GP,M,16,U,GT3,T,3,1,yes,4,0,0,math,0
72,GP,M,15,U,GT3,T,4,2,yes,4,0,0,math,0
73,GP,F,15,R,GT3,T,1,1,yes,2,2,2,math,1
74,GP,M,16,U,GT3,T,3,1,no,1,0,2,math,0
75,GP,F,16,U,GT3,T,3,3,yes,2,0,54,math,0
76,GP,M,15,U,GT3,T,4,3,yes,2,0,6,math,0
77,GP,M,15,U,GT3,T,4,0,yes,4,0,8,math,0
78,GP,F,16,U,GT3,T,2,2,yes,4,0,0,math,0
79,GP,M,17,U,GT3,T,2,1,yes,1,3,2,math,0
80,GP,F,16,U,GT3,T,3,4,yes,2,0,12,math,1
81,GP,M,15,U,GT3,T,2,3,yes,1,0,2,math,0
82,GP,M,15,U,GT3,T,2,3,yes,3,0,4,math,0
83,GP,F,15,U,LE3,T,3,2,yes,2,0,10,math,1
84,GP,M,15,U,LE3,T,2,2,yes,2,0,4,math,0
85,GP,F,15,U,GT3,T,1,1,yes,2,0,2,math,0
86,GP,F,15,U,GT3,T,4,4,yes,2,2,6,math,1
87,GP,F,16,U,LE3,T,2,2,no,2,0,4,math,1
88,GP,F,15,U,GT3,T,4,2,yes,3,0,4,math,0
89,GP,M,16,U,GT3,T,2,2,yes,2,1,12,math,0
90,GP,M,16,U,LE3,A,4,4,no,2,0,18,math,1
91,GP,F,16,U,GT3,T,3,3,yes,3,0,0,math,1
92,GP,F,15,U,GT3,T,4,3,yes,1,0,4,math,0
93,GP,F,16,U,LE3,T,3,1,no,2,0,4,math,1
94,GP,F,16,U,GT3,T,4,2,yes,2,0,0,math,0
95,GP,M,15,U,LE3,T,2,2,yes,4,0,6,math,0
96,GP,F,15,R,GT3,T,1,1,yes,4,1,2,math,0
97,GP,M,16,R,GT3,T,4,3,yes,1,0,2,math,0
98,GP,F,16,U,GT3,T,2,1,no,2,0,2,math,0
99,GP,F,16,U,GT3,T,4,4,yes,1,0,6,math,0
100,GP,F,16,U,GT3,T,4,3,yes,3,0,0,math,1
101,GP,M,16,U,GT3,T,4,4,yes,1,0,14,math,1
102,GP,M,16,U,GT3,T,4,4,yes,3,0,0,math,0
103,GP,M,15,U,GT3,T,4,4,yes,1,0,4,math,0
104,GP,F,15,U,GT3,T,3,2,yes,2,0,26,math,1
105,GP,M,15,U,GT3,A,3,4,yes,2,0,0,math,0
106,GP,F,15,U,GT3,A,3,3,no,4,0,10,math,0
107,GP,F,15,U,GT3,T,2,2,yes,4,0,8,math,1
108,GP,M,16,U,GT3,T,3,3,yes,3,0,2,math,0
109,GP,M,15,R,GT3,T,4,4,yes,4,0,6,math,0
110,GP,F,16,U,LE3,T,4,4,yes,3,0,4,math,0
111,GP,M,15,U,LE3,A,4,4,yes,1,0,6,math,0
112,GP,F,16,R,GT3,T,3,3,yes,3,1,0,math,0
113,GP,F,16,U,GT3,T,2,2,yes,2,1,6,math,0
114,GP,M,15,U,LE3,T,4,2,yes,1,0,10,math,0
115,GP,M,15,R,GT3,T,2,1,yes,2,0,8,math,1
116,GP,M,16,U,GT3,T,4,4,yes,2,0,2,math,0
117,GP,M,15,U,GT3,T,4,4,no,2,0,2,math,0
118,GP,M,16,U,GT3,T,3,3,yes,1,0,0,math,0
119,GP,M,17,R,GT3,T,1,3,yes,2,1,20,math,1
120,GP,M,15,U,GT3,T,3,4,yes,1,0,6,math,0
121,GP,F,15,U,GT3,T,1,2,yes,2,0,2,math,0
122,GP,M,15,U,GT3,T,2,2,yes,4,0,6,math,0
123,GP,F,16,U,LE3,T,2,4,yes,2,0,2,math,0
124,GP,M,16,U,GT3,T,4,4,yes,1,0,18,math,0
125,GP,F,16,U,GT3,T,2,2,yes,2,0,0,math,1
126,GP,M,15,U,GT3,T,3,4,yes,1,0,0,math,0
127,GP,F,15,U,LE3,A,3,4,yes,2,0,0,math,0
128,GP,F,19,U,GT3,T,0,1,no,2,3,2,math,1
129,GP,M,18,R,GT3,T,2,2,yes,1,2,0,math,1
130,GP,M,16,R,GT3,T,4,4,yes,1,0,8,math,0
131,GP,F,15,R,GT3,T,3,4,yes,3,2,0,math,1
132,GP,F,15,U,GT3,T,1,1,yes,1,0,0,math,1
133,GP,F,17,U,LE3,T,2,2,yes,1,0,12,math,0
134,GP,F,16,U,GT3,A,3,4,yes,1,0,16,math,0
135,GP,M,15,R,GT3,T,3,4,no,2,0,0,math,1
136,GP,F,15,U,GT3,T,4,4,yes,3,0,0,math,1
137,GP,M,17,R,GT3,T,3,4,no,2,0,0,math,1
138,GP,F,16,U,GT3,A,3,3,yes,1,2,0,math,1
139,GP,M,16,U,LE3,T,1,1,no,2,1,0,math,0
140,GP,F,15,U,GT3,T,4,4,yes,1,0,0,math,0
141,GP,M,15,U,GT3,T,4,3,yes,4,0,0,math,1
142,GP,M,16,U,LE3,T,2,2,yes,1,2,8,math,1
143,GP,F,15,U,GT3,T,4,4,yes,3,0,2,math,0
144,GP,F,16,U,LE3,T,1,1,yes,1,0,2,math,0
145,GP,M,17,U,GT3,T,2,1,yes,1,3,0,math,1
146,GP,F,15,U,GT3,T,1,1,yes,2,0,0,math,0
147,GP,F,15,U,GT3,T,3,2,yes,2,3,0,math,1
148,GP,F,15,U,GT3,T,1,2,yes,2,0,2,math,0
149,GP,M,16,U,GT3,T,4,4,yes,1,0,0,math,1
150,GP,M,15,U,LE3,A,2,1,yes,1,3,0,math,0
151,GP,M,18,U,LE3,T,1,1,yes,1,3,0,math,1
152,GP,M,16,U,LE3,T,2,1,no,1,1,6,math,0
153,GP,F,15,R,GT3,T,3,3,yes,3,2,8,math,0
154,GP,M,19,U,GT3,T,3,2,yes,1,3,0,math,1
155,GP,F,17,U,GT3,T,4,4,no,1,0,0,math,0
156,GP,M,15,R,GT3,T,2,3,no,2,0,2,math,1
157,GP,M,17,R,LE3,T,1,2,no,1,0,8,math,0
158,GP,F,18,R,GT3,T,1,1,no,1,3,6,math,0
159,GP,M,16,R,GT3,T,2,2,no,1,0,2,math,0
160,GP,M,16,U,GT3,T,3,3,yes,2,1,4,math,0
161,GP,M,17,R,LE3,T,2,1,yes,1,2,0,math,1
162,GP,M,15,R,GT3,T,3,2,yes,2,2,6,math,1
163,GP,M,16,U,LE3,T,1,2,no,1,1,0,math,1
164,GP,M,17,U,GT3,T,1,3,yes,1,0,2,math,0
165,GP,M,17,R,LE3,T,1,1,no,2,3,0,math,1
166,GP,M,16,U,GT3,T,3,2,no,1,1,16,math,0
167,GP,M,16,U,GT3,T,2,2,yes,2,0,4,math,0
168,GP,F,16,U,GT3,T,4,2,yes,2,0,0,math,0
169,GP,F,16,U,GT3,T,2,2,yes,2,0,0,math,1
170,GP,F,16,U,GT3,T,4,4,yes,2,0,0,math,0
171,GP,M,16,U,GT3,T,3,4,yes,1,2,0,math,1
172,GP,M,16,U,GT3,T,1,0,yes,2,0,2,math,0
173,GP,M,17,U,LE3,T,4,4,yes,2,0,0,math,0
174,GP,F,16,U,GT3,T,1,3,yes,2,3,0,math,1
175,GP,F,16,U,LE3,T,3,3,yes,2,0,4,math,1
176,GP,M,17,U,LE3,T,4,3,yes,2,0,4,math,1
177,GP,F,16,U,GT3,T,2,2,yes,2,0,2,math,0
178,GP,M,17,U,GT3,T,3,3,yes,2,0,4,math,1
179,GP,M,16,R,GT3,T,4,2,yes,1,0,10,math,1
180,GP,M,17,U,GT3,T,4,3,yes,2,0,4,math,0
181,GP,M,16,U,GT3,T,4,3,yes,2,0,10,math,1
182,GP,M,16,U,GT3,T,3,3,yes,2,0,2,math,0
183,GP,F,17,U,GT3,T,2,4,no,2,0,0,math,0
184,GP,F,17,U,LE3,T,3,3,yes,2,0,56,math,1
185,GP,F,16,U,GT3,T,3,2,yes,2,0,14,math,0
186,GP,M,17,U,GT3,T,3,3,yes,2,0,12,math,0
187,GP,M,16,U,GT3,T,1,2,yes,1,0,2,math,0
188,GP,M,16,U,LE3,T,2,1,yes,2,0,0,math,0
189,GP,F,17,U,GT3,A,3,3,yes,2,0,6,math,1
190,GP,M,17,R,GT3,T,1,2,no,2,0,4,math,0
191,GP,F,16,U,GT3,T,2,3,yes,2,0,10,math,0
192,GP,F,17,U,GT3,T,1,1,yes,2,0,0,math,1
193,GP,M,17,U,GT3,T,1,2,yes,2,0,12,math,1
194,GP,M,16,R,GT3,T,3,3,yes,1,0,8,math,0
195,GP,M,16,U,GT3,T,2,3,yes,1,0,0,math,0
196,GP,F,17,U,LE3,T,2,4,yes,2,0,0,math,0
197,GP,M,17,U,GT3,T,4,4,yes,1,0,4,math,0
198,GP,M,16,R,LE3,T,3,3,yes,1,0,8,math,0
199,GP,F,17,U,GT3,T,4,4,yes,1,1,24,math,0
200,GP,F,16,U,LE3,T,4,4,yes,2,0,0,math,0
201,GP,F,16,U,GT3,T,4,3,yes,2,0,2,math,0
202,GP,F,16,U,GT3,T,2,3,no,2,0,6,math,0
203,GP,F,17,U,GT3,T,1,1,no,2,0,4,math,0
204,GP,F,17,R,GT3,T,2,2,yes,1,0,18,math,1
205,GP,F,16,R,GT3,T,2,2,yes,4,0,6,math,0
206,GP,F,17,U,GT3,T,3,4,yes,3,1,28,math,1
207,GP,F,16,U,GT3,A,3,1,yes,2,3,5,math,1
208,GP,F,16,U,GT3,T,4,3,yes,2,0,10,math,0
209,GP,F,16,U,GT3,T,1,1,no,1,0,6,math,0
210,GP,F,17,R,GT3,T,4,3,yes,3,0,6,math,1
211,GP,F,19,U,GT3,T,3,3,yes,4,0,10,math,1
212,GP,M,17,U,LE3,T,4,4,yes,2,0,13,math,0
213,GP,F,16,U,GT3,A,2,2,yes,2,0,0,math,0
214,GP,M,18,U,GT3,T,2,2,yes,2,1,15,math,1
215,GP,F,17,R,LE3,T,4,4,no,1,0,12,math,0
216,GP,F,17,U,LE3,T,3,2,yes,2,0,2,math,0
217,GP,F,17,U,GT3,T,4,3,yes,2,2,22,math,1
218,GP,M,18,U,LE3,T,3,3,yes,2,1,13,math,1
219,GP,F,17,U,GT3,T,2,3,no,1,0,3,math,1
220,GP,F,17,U,GT3,T,2,2,yes,3,0,4,math,0
221,GP,F,17,R,GT3,T,2,1,yes,2,0,2,math,1
222,GP,F,17,U,GT3,T,1,1,no,3,1,0,math,1
223,GP,F,16,U,GT3,T,2,3,yes,2,0,2,math,0
224,GP,M,18,U,GT3,T,2,2,yes,2,0,0,math,0
225,GP,F,16,U,GT3,T,4,4,yes,3,0,0,math,0
226,GP,F,18,R,GT3,T,3,1,yes,2,1,16,math,1
227,GP,F,17,U,GT3,T,3,2,yes,2,0,10,math,0
228,GP,M,17,U,LE3,T,2,3,yes,2,0,2,math,0
229,GP,M,18,U,LE3,T,2,1,yes,2,0,14,math,1
230,GP,F,17,U,GT3,A,2,1,yes,3,0,10,math,0
231,GP,F,17,U,LE3,T,4,3,yes,2,0,14,math,0
232,GP,M,17,R,GT3,T,2,2,yes,2,0,4,math,0
233,GP,M,17,U,GT3,T,4,4,yes,2,0,14,math,1
234,GP,M,16,U,GT3,T,4,4,yes,2,0,2,math,0
235,GP,M,16,U,LE3,T,1,1,yes,2,0,18,math,1
236,GP,M,16,U,GT3,T,3,2,yes,3,0,10,math,0
237,GP,M,17,U,LE3,T,2,2,yes,2,0,4,math,0
238,GP,F,16,U,GT3,T,2,1,yes,1,0,20,math,0
239,GP,F,17,R,GT3,T,2,1,no,2,0,2,math,0
240,GP,M,18,U,GT3,T,2,2,yes,2,1,0,math,1
241,GP,M,17,U,LE3,T,4,3,yes,2,0,14,math,0
242,GP,M,17,R,LE3,A,4,4,yes,2,0,2,math,0
243,GP,M,16,U,LE3,T,4,3,yes,1,0,0,math,1
244,GP,M,16,U,GT3,T,4,4,yes,1,0,0,math,0
245,GP,F,18,U,GT3,T,2,1,yes,3,0,0,math,1
246,GP,M,16,U,GT3,T,2,1,yes,1,0,6,math,0
247,GP,M,17,U,GT3,T,2,3,yes,1,0,4,math,0
248,GP,M,22,U,GT3,T,3,1,yes,1,3,16,math,1
249,GP,M,18,R,LE3,T,3,3,yes,2,1,8,math,1
250,GP,M,16,U,GT3,T,0,2,yes,1,0,0,math,0
251,GP,M,18,U,GT3,T,3,2,yes,1,1,0,math,1
252,GP,M,16,U,GT3,T,3,3,yes,2,0,6,math,0
253,GP,M,18,U,GT3,T,2,1,yes,1,1,4,math,1
254,GP,M,16,R,GT3,T,2,1,no,1,0,0,math,1
255,GP,M,17,R,GT3,T,2,1,yes,1,0,0,math,0
256,GP,M,17,U,LE3,T,1,1,yes,1,1,2,math,1
257,GP,F,17,U,LE3,T,4,2,yes,4,0,6,math,0
258,GP,M,19,U,LE3,A,4,3,yes,2,0,12,math,0
259,GP,M,18,U,GT3,T,2,1,yes,2,0,8,math,0
260,GP,F,17,U,LE3,T,2,2,yes,4,0,0,math,1
261,GP,F,18,U,GT3,T,4,3,yes,2,0,21,math,0
262,GP,M,18,U,GT3,T,4,3,yes,2,0,2,math,1
263,GP,M,18,R,GT3,T,3,2,no,3,0,1,math,0
264,GP,F,17,U,GT3,T,3,3,no,3,0,4,math,1
265,GP,F,18,U,GT3,T,2,2,yes,3,0,0,math,1
266,GP,M,18,R,LE3,A,3,4,yes,2,0,13,math,0
267,GP,M,17,U,GT3,T,3,1,yes,2,0,2,math,0
268,GP,F,18,R,GT3,T,4,4,yes,2,0,8,math,0
269,GP,M,18,U,GT3,T,4,2,yes,2,0,10,math,0
270,GP,F,18,R,GT3,T,2,1,yes,2,0,0,math,1
271,GP,F,19,U,GT3,T,3,3,yes,2,2,15,math,1
272,GP,F,18,U,GT3,T,2,3,yes,4,0,4,math,0
273,GP,F,18,U,LE3,T,1,1,no,2,0,2,math,0
274,GP,M,17,R,GT3,T,1,2,no,2,0,2,math,0
275,GP,F,17,U,GT3,T,2,4,yes,2,0,2,math,0
276,GP,F,17,U,LE3,T,2,2,yes,2,0,6,math,0
277,GP,F,18,R,GT3,A,3,2,yes,2,0,75,math,1
278,GP,M,18,U,GT3,T,4,4,yes,1,0,22,math,1
279,GP,F,18,U,GT3,T,4,4,yes,2,1,15,math,1
280,GP,M,18,U,LE3,T,4,3,yes,1,0,8,math,0
281,GP,M,17,U,LE3,A,4,1,yes,1,0,30,math,1
282,GP,M,17,U,LE3,A,3,2,yes,1,1,19,math,0
283,GP,F,18,R,LE3,T,1,1,no,4,0,1,math,0
284,GP,F,18,U,GT3,T,1,1,yes,2,0,4,math,0
285,GP,F,17,U,GT3,T,2,2,yes,2,0,4,math,0
286,GP,M,17,U,GT3,T,1,1,yes,2,0,2,math,0
287,GP,F,18,U,GT3,T,2,2,yes,3,0,5,math,0
288,GP,F,17,U,GT3,T,1,1,yes,3,0,6,math,0
289,GP,M,18,U,GT3,T,2,1,yes,3,0,6,math,0
290,GP,M,18,U,LE3,A,4,4,yes,2,0,9,math,0
291,GP,M,18,U,GT3,T,4,2,yes,2,0,11,math,0
292,GP,F,17,U,GT3,T,4,3,yes,3,0,0,math,0
293,GP,F,18,U,LE3,T,2,1,yes,2,1,12,math,0
294,GP,F,17,R,LE3,T,3,1,no,4,0,6,math,0
295,GP,M,18,R,LE3,T,3,2,yes,3,0,8,math,0
296,GP,M,17,U,GT3,T,3,3,yes,1,0,4,math,0
297,GP,F,19,U,GT3,T,4,4,yes,2,0,0,math,1
298,GP,F,18,U,LE3,T,4,3,yes,2,0,10,math,1
299,GP,F,18,U,GT3,T,4,3,yes,4,0,0,math,0
300,GP,M,18,U,LE3,T,4,4,yes,1,0,5,math,0
301,GP,F,18,U,LE3,A,4,4,yes,2,0,14,math,0
302,GP,M,17,U,LE3,T,4,4,yes,1,0,0,math,0
303,GP,F,17,U,GT3,T,4,2,yes,3,0,0,math,0
304,GP,F,17,U,GT3,T,3,2,yes,4,0,0,math,0
305,GP,M,19,U,GT3,T,3,3,yes,2,1,20,math,0
306,GP,F,18,U,GT3,T,2,4,yes,2,1,8,math,0
307,GP,M,20,U,GT3,A,3,2,no,1,0,0,math,0
308,GP,M,19,U,GT3,T,4,4,yes,1,1,38,math,1
309,GP,M,19,R,GT3,T,3,3,no,2,1,0,math,0
310,GP,F,19,U,LE3,T,1,1,yes,2,1,18,math,0
311,GP,F,19,U,LE3,T,1,2,no,2,1,0,math,1
312,GP,F,19,U,GT3,T,2,1,yes,2,0,20,math,0
313,GP,M,19,U,GT3,T,1,2,yes,2,1,3,math,0
314,GP,F,19,U,LE3,T,3,2,yes,2,1,22,math,0
315,GP,F,19,U,GT3,T,1,1,yes,3,2,14,math,0
316,GP,F,19,R,GT3,T,2,3,yes,3,1,40,math,0
317,GP,F,18,U,GT3,T,2,1,yes,2,0,0,math,1
318,GP,F,18,U,GT3,T,4,3,yes,3,0,9,math,1
319,GP,F,17,R,GT3,T,3,4,yes,3,0,0,math,0
320,GP,F,18,U,GT3,T,4,4,yes,2,0,2,math,0
321,GP,F,17,U,GT3,A,4,3,yes,2,0,23,math,0
322,GP,F,17,U,GT3,T,2,2,no,2,0,12,math,1
323,GP,F,17,R,LE3,T,2,2,yes,3,0,3,math,0
324,GP,F,17,U,GT3,T,3,1,yes,3,0,1,math,0
325,GP,F,17,U,LE3,T,0,2,yes,3,0,0,math,0
326,GP,M,18,U,GT3,T,4,4,yes,3,0,3,math,0
327,GP,M,17,U,GT3,T,3,3,yes,1,0,3,math,0
328,GP,M,17,R,GT3,T,2,2,yes,1,0,8,math,0
329,GP,F,17,U,GT3,T,4,4,yes,3,0,7,math,1
330,GP,F,17,U,GT3,T,4,4,yes,3,0,4,math,0
331,GP,M,18,U,LE3,T,2,2,yes,4,0,2,math,1
332,GP,F,17,R,GT3,T,2,4,yes,3,0,7,math,0
333,GP,F,18,U,GT3,T,3,3,yes,2,0,0,math,1
334,GP,F,18,U,LE3,T,2,2,yes,2,0,0,math,1
335,GP,F,18,R,GT3,T,2,2,no,4,0,0,math,1
336,GP,F,17,U,GT3,T,3,4,yes,3,0,16,math,0
337,GP,F,19,R,GT3,A,3,1,no,3,1,12,math,0
338,GP,F,17,U,GT3,T,3,2,yes,2,0,0,math,1
339,GP,F,18,U,LE3,T,3,3,yes,4,0,7,math,0
340,GP,F,17,R,GT3,A,3,2,yes,2,0,4,math,0
341,GP,F,19,U,GT3,T,2,1,yes,3,1,4,math,0
342,GP,M,18,U,GT3,T,4,4,yes,2,1,0,math,1
343,GP,M,18,U,LE3,T,3,4,yes,2,0,11,math,0
344,GP,F,17,U,GT3,A,2,2,yes,2,1,0,math,1
345,GP,F,18,U,GT3,T,2,3,yes,3,0,4,math,0
346,GP,F,18,U,GT3,T,3,2,yes,3,0,7,math,0
347,GP,M,18,R,GT3,T,4,3,yes,3,0,9,math,0
348,GP,M,18,U,GT3,T,4,3,yes,3,0,0,math,1
349,GP,F,17,U,GT3,T,4,3,yes,3,0,0,math,0
350,MS,M,18,R,GT3,T,3,2,yes,1,1,10,math,0
351,MS,M,19,R,GT3,T,1,1,yes,2,3,8,math,1
352,MS,M,17,U,GT3,T,3,3,yes,2,0,2,math,0
353,MS,M,18,U,LE3,T,1,3,yes,1,1,7,math,1
354,MS,M,19,R,GT3,T,1,1,yes,1,1,4,math,1
355,MS,M,17,R,GT3,T,4,3,yes,2,0,4,math,0
356,MS,F,18,U,GT3,T,3,3,no,2,0,0,math,1
357,MS,F,17,R,GT3,T,4,4,yes,2,0,4,math,0
358,MS,F,17,U,LE3,A,3,2,no,2,0,2,math,0
359,MS,M,18,U,LE3,T,1,1,yes,1,0,4,math,0
360,MS,F,18,U,LE3,T,1,1,yes,3,0,0,math,0
361,MS,F,18,R,LE3,A,1,4,no,2,0,0,math,0
362,MS,M,18,R,LE3,T,1,1,no,2,1,2,math,0
363,MS,F,18,U,GT3,T,3,3,yes,2,0,0,math,0
364,MS,F,17,U,LE3,T,4,4,yes,2,0,0,math,0
365,MS,F,17,R,GT3,T,1,2,no,2,0,0,math,0
366,MS,M,18,R,GT3,T,1,3,no,2,0,4,math,0
367,MS,M,18,U,LE3,T,4,4,yes,3,0,0,math,0
368,MS,F,17,R,GT3,T,1,1,yes,1,1,0,math,1
369,MS,F,18,U,GT3,T,2,3,yes,1,0,0,math,0
370,MS,F,18,R,GT3,T,4,4,yes,2,0,10,math,0
371,MS,F,19,U,LE3,T,3,2,no,2,2,4,math,1
372,MS,M,18,R,LE3,T,1,2,yes,1,0,3,math,0
373,MS,F,17,U,GT3,T,2,2,no,3,0,8,math,0
374,MS,F,17,R,GT3,T,1,2,yes,1,0,14,math,1
375,MS,F,18,R,LE3,T,4,4,yes,3,0,0,math,0
376,MS,F,18,R,GT3,T,1,1,yes,3,0,2,math,0
377,MS,F,20,U,GT3,T,4,2,yes,3,2,4,math,0
378,MS,F,18,R,LE3,T,4,4,yes,2,0,4,math,0
379,MS,F,18,U,GT3,T,3,3,yes,2,0,0,math,0
380,MS,F,17,R,GT3,T,3,1,yes,2,0,17,math,0
381,MS,M,18,U,GT3,T,4,4,yes,2,0,4,math,0
382,MS,M,18,R,GT3,T,2,1,yes,1,0,5,math,1
383,MS,M,17,U,GT3,T,2,3,yes,2,0,2,math,0
384,MS,M,19,R,GT3,T,1,1,no,1,1,0,math,1
385,MS,M,18,R,GT3,T,4,2,no,1,1,14,math,1
386,MS,F,18,R,GT3,T,2,2,no,3,0,2,math,0
387,MS,F,18,R,GT3,T,4,4,yes,1,0,7,math,1
388,MS,F,19,R,GT3,T,2,3,yes,3,1,0,math,1
389,MS,F,18,U,LE3,T,3,1,yes,2,0,0,math,1
390,MS,F,18,U,GT3,T,1,1,no,2,1,0,math,1
391,MS,M,20,U,LE3,A,2,2,no,2,2,11,math,1
392,MS,M,17,U,LE3,T,3,1,yes,1,0,3,math,0
393,MS,M,21,R,GT3,T,1,1,no,1,3,3,math,1
394,MS,M,18,R,LE3,T,3,2,yes,1,0,0,math,0
395,MS,M,19,U,LE3,T,1,1,yes,1,0,5,math,1
396,GP,F,18,U,GT3,A,4,4,no,2,0,4,portuguese,0
397,GP,F,17,U,GT3,T,1,1,yes,2,0,2,portuguese,0
398,GP,F,15,U,LE3,T,1,1,yes,2,0,6,portuguese,0
399,GP,F,15,U,GT3,T,4,2,yes,3,0,0,portuguese,0
400,GP,F,16,U,GT3,T,3,3,no,2,0,0,portuguese,0
401,GP,M,16,U,LE3,T,4,3,yes,2,0,6,portuguese,0
402,GP,M,16,U,LE3,T,2,2,yes,2,0,0,portuguese,0
403,GP,F,17,U,GT3,A,4,4,no,2,0,2,portuguese,0
404,GP,M,15,U,LE3,A,3,2,yes,2,0,0,portuguese,0
405,GP,M,15,U,GT3,T,3,4,yes,2,0,0,portuguese,0
406,GP,F,15,U,GT3,T,4,4,yes,2,0,2,portuguese,0
407,GP,F,15,U,GT3,T,2,1,yes,3,0,0,portuguese,0
408,GP,M,15,U,LE3,T,4,4,yes,1,0,0,portuguese,0
409,GP,M,15,U,GT3,T,4,3,yes,2,0,0,portuguese,0
